"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Props_elya/treasure/medallion/Old_gold.Old_gold","0","14","4","1","10.378830","0","84"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","0","0","8","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","0","0","46","2","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/Materials_elya/ceiling/Ceilimg_Triplanar.Ceilimg_Triplanar","0","14","7","1","8.958134","0","91"
"/Game/Materials_elya/Parquet.Parquet","0","14","7","1","0.000000","0","91"
"/Game/OldWest/Shared/Materials/MM_PP_Sharpen.MM_PP_Sharpen","0","4","2","1","1.405595","0","11"
"/Game/Props_elya/BELL/DefaultMaterial.DefaultMaterial","0","14","2","1","10.062974","0","79"
"/Game/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","0","203","28","8","164.610535","0","1111"
"/Game/OldWest/Shared/Materials/MM_Glass_01a.MM_Glass_01a","0","31","2","1","101.420174","0","222"
"/Game/Materials_elya/Grass/Grass.Grass","0","14","1","1","12.352618","0","65"
"/Game/Mechanics/interaction/WhiteBox/BPM_InvisibiliteWhiteBox.BPM_InvisibiliteWhiteBox","0","18","2","1","15.959374","0","71"
"/Game/Materials_elya/Wall_3/Wall_3.Wall_3","0","14","1","1","10.935263","0","71"
"/Game/Materials_elya/Wall_2/Wall_2.Wall_2","0","14","6","1","11.226980","0","70"
"/Game/Materials_elya/Wall_1/Wall_triplanar_1.Wall_triplanar_1","0","14","6","1","12.253594","0","50"
"/Game/Props_elya/Window/MatID_1.MatID_1","0","14","1","1","12.711396","0","56"
"/Game/Materials_elya/Window_View/Brick_Floor.Brick_Floor","0","14","1","1","14.688010","0","50"
"/Game/Materials_elya/Wall_Brick/Wall_brick.Wall_brick","0","14","5","1","10.440039","0","51"
"/Game/Props_elya/vase/MatID_1.MatID_1","0","14","1","1","10.105230","0","31"
"/Game/Props_elya/treasure/medallion/Jewel.Jewel","0","14","5","1","11.227226","0","37"
"/Game/Props_elya/Bottles/rom_01.rom_01","0","14","5","1","0.000000","0","37"
"/Game/OldWest/Shared/Materials/MM_Foliage_Master_01a.MM_Foliage_Master_01a","0","124","11","1","97.813347","0","1396"
"/Game/Mechanics/AI/character/eyelash_MAT.eyelash_MAT","0","36","5","1","34.988750","0","295"
"/Game/OldWest/Shared/Materials/MM_Master_Foliage_01a.MM_Master_Foliage_01a","0","67","1","1","57.834393","0","477"
"/Game/Mechanics/AI/character/Body_MAT.Body_MAT","0","26","6","1","23.998272","0","69"
"/Game/Mechanics/AI/character/EyeSpec_MAT.EyeSpec_MAT","0","26","6","1","0.000000","0","69"
"/Game/Mechanics/AI/character/Akai_MAT.Akai_MAT","0","26","6","1","0.000000","0","69"
"/Game/Materials_elya/Window_View/View_6.View_6","0","14","14","1","11.046359","0","26"
"/Game/Materials_elya/Window_View/View_5.View_5","0","14","14","1","0.000000","0","26"
"/Game/Materials_elya/Window_View/View_4.View_4","0","14","14","1","0.000000","0","26"
"/Game/Materials_elya/Window_View/View_3.View_3","0","14","14","1","0.000000","0","26"
"/Game/Materials_elya/Window_View/View_2.View_2","0","14","14","1","0.000000","0","26"
"/Game/Materials_elya/Window_View/View_1.View_1","0","14","14","1","0.000000","0","26"
"/Game/Materials_elya/white/NewMaterial.NewMaterial","0","17","4","1","11.937341","0","62"
"/Game/Materials_elya/Marble/white_marble.white_marble","0","14","2","1","10.249675","0","41"
"/Game/Materials_elya/Marble/Black_marble.Black_marble","0","14","2","1","0.000000","0","41"
"/Game/Materials_elya/Marble/armani-marble_roughness_Mat.armani-marble_roughness_Mat","0","14","4","1","10.621494","0","83"
"/Game/Props_elya/Bottles/rom_04.rom_04","0","14","1","1","10.124771","0","54"
"/Game/Props_elya/Bottles/rom_03.rom_03","0","14","1","1","0.000000","0","54"
"/Game/Props_elya/Bottles/rom_02.rom_02","0","14","4","1","10.789110","0","60"
"/Game/Props_elya/Gramophone/standardSurface1.standardSurface1","0","14","7","1","10.601596","0","48"
"/Game/Props_elya/furniture/Clock/Woods.Woods","0","14","7","1","0.000000","0","48"
"/Game/Props_elya/furniture/Clock/Telhado.Telhado","0","14","7","1","0.000000","0","48"
"/Game/Props_elya/furniture/Clock/Clock.Clock","0","14","7","1","0.000000","0","48"
"/Game/Props_elya/Dishes/M_Dishes.M_Dishes","0","14","7","1","0.000000","0","48"
"/Game/Props_elya/books/books.books","0","14","7","1","0.000000","0","48"
"/Game/Props_elya/Lever/Lever.Lever","0","14","1","1","12.627491","0","63"
"/Game/Props_elya/chandelier/chandelier.chandelier","0","14","2","1","11.308053","0","63"
"/Game/Props_elya/furniture/septum/T_pillar_2.T_pillar_2","0","14","4","1","11.446048","0","61"
"/Game/Materials_elya/Decal/Decal_1.Decal_1","0","21","1","1","15.140890","0","155"
"/Game/FirstPerson/Blueprints/FirstPerson_Animation/T_POse/Akai_MAT.Akai_MAT","0","26","6","1","16.609140","0","163"
"/Game/Props_elya/treasure/Key/Key10.Key10","0","14","3","1","11.850616","0","69"
"/Game/Props_elya/Candle/candle1.candle1","0","14","3","1","0.000000","0","69"
"/Game/Props_elya/treasure/Gold_Goblet/OPM0058.OPM0058","0","14","1","1","10.552958","0","73"
"/Game/Props_elya/treasure/Gold_Bar/Material.Material","0","14","4","1","11.880962","0","43"
"/Game/Props_elya/Rope/Box.Box","0","14","4","1","10.741616","0","71"
"/Game/Props_elya/treasure/Coins/coins.coins","0","14","4","1","10.964452","0","64"
"/Game/Props_elya/treasure/braclet/lambert2.lambert2","0","14","1","1","10.754968","0","82"
"/Game/Props_elya/Painting/NewMaterial.NewMaterial","0","14","4","1","0.000000","0","64"
"/Game/Props_elya/Rope/Rope_Big/Big_rope.Big_rope","0","14","1","1","9.902390","0","40"
"/Game/Props_elya/Painting/T_Paint/P_9.P_9","0","17","3","1","13.640979","0","58"
"/Game/Props_elya/Painting/T_Paint/P_7.P_7","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_6.P_6","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_5.P_5","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_4.P_4","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_3.P_3","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_2.P_2","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_10.P_10","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/P_1.P_1","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/9_Mat.9_Mat","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/8_Mat.8_Mat","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/T_Paint/7_Mat.7_Mat","0","17","3","1","0.000000","0","58"
"/Game/Props_elya/Painting/OldPortraitWitch_02.OldPortraitWitch_02","0","17","6","1","13.579549","0","67"
"/Game/Props_elya/furniture/Locker/Material.Material","0","32","8","1","12.564202","0","132"
"/Game/Props_elya/Rope/NewMaterial.NewMaterial","0","14","2","1","8.665584","0","42"
"/Game/Props_elya/MAP/Material_003.Material_003","0","17","2","1","13.205235","0","52"
"/Game/Props_elya/furniture/Sofa/NewMaterial.NewMaterial","0","14","2","1","0.000000","0","42"
